Tiếng Việt,Code-mixed,label
lúc nhận phòng thật sự tôi cảm thấy rất thích vì phòng rât rởng và toilet cục kỳ đẹp và tiện nghi,lúc nhận phòng thật sự tôi cảm thấy rất thích vì phòng rât rởng và toilet cục kỳ đẹp và tiện nghi,positive
đây la ks 4 sao đẹp nhất và rẻ nhất mà tôi từng ở,đây la ks 4 sao beautiful nhất và cheap nhất mà tôi từng ở,positive
chúng tôi đã có kỳ nghỉ tuyệt vời tại đây,we đã có a great holiday tại đây,positive
phòng đẹp rộng,beautiful room rộng,positive
nhân viên phục vụ niềm nở,service personnel niềm nở,positive
nếu có dịp quay lại đà lạt khách sạn sẽ là lựuc chọn ưu tiên của chúng tôi,nếu có dịp quay lại đà lạt khách sạn sẽ là lựuc chọn priority của chúng tôi,neutral
nhược diểm ăn sắng dở ít món phòng ngủ cách âm chưa tốt bồn tắm chảy nước ra sạn nhà ưu điểm tất cả những thứ còn lại đều tốt,nhược diểm ăn sắng bad ít món phòng ngủ soundproof chưa tốt bồn tắm chảy nước ra sạn nhà ưu điểm tất cả những thứ còn lại đều tốt,negative
kỳ nghỉ rất đẹp ks có kiến trúc đẹp vị trí thuận lợi thái độ và sự phục vụ quá tốt làm cho kỳ nghĩ được trọn vẹn,kỳ nghỉ rất đẹp ks have architecture đẹp vị trí thuận lợi thái độ và sự phục vụ quá tốt làm cho kỳ nghĩ được trọn vẹn,positive
mỗi lần đi dalat đoàn chúng tôi ưu tiên chọn ks này trước,mỗi lần đi dalat đoàn chúng tôi priority chọn ks này trước,neutral
tuyệt nhất,hotel này là tuyệt nhất,positive
thái độ phục vụ của nhân viên bình thường việc phục vụ phòng kém,service attitudes của nhân viên bình thường việc phục vụ phòng kém,negative
tôi yêu cầu phục vụ phòng mấy lần mà đi cả ngày về phòng vẫn nguyên như vậy không ai vào lau dọn,tôi request phục vụ phòng mấy lần mà đi cả ngày về room vẫn nguyên như vậy không ai vào lau dọn,negative
nội thất trong phòng mới và đẹp đặc biệt là giường,interior trong phòng mới và đẹp especially beds.,positive
vị trí thì hơi xa trung tâm cách hồ xuân hương khoảng 5km,vị trí thì hơi far from the center cách hồ xuân hương khoảng 5km,negative
đồ ăn sáng thì ăn theo set ngon hơn là buffet,đồ ăn sáng thì ăn theo set ngon hơn là buffet,neutral
tôi nghỉ ở đây 1 ngày không có nhiều thứ để nói địa điểm khá yên tĩnh hơi xa trung tâm,tôi nghỉ ở đây 1 ngày không có nhiều thứ để nói địa điểm quite quiet tĩnh hơi far from the center,neutral
khi đến đây tôi đã bị cơn đau dạ dày và bị trúng gió nên tình trạng sức khoẻ lúc đấy rất tồi tệ nhưng may sao tôi đã được các chị nhân viên ở đây chăm sóc giúp đỡ với thái độ rất nhiệt tình đáng yêu,khi đến đây tôi đã bị cơn đau dạ dày và bị trúng gió nên tình trạng sức khoẻ lúc đấy rất terrible nhưng may sao tôi đã được các chị nhân viên ở đây chăm sóc giúp đỡ với thái độ very enthusiastic đáng yêu,positive
khách sạn rất đẹp và đồ ăn phục vụ ngon và rẻ,the hotel is very đẹp và đồ ăn phục vụ ngon và rẻ,positive
tôi tuy k đc đi thăm thú cảnh vật nơi đây nhưng cũng đc thái độ nhiệt tình của khách sạn bù lại rất nhiều,tôi tuy k đc đi thăm thú cảnh vật nơi đây but also đc thái độ nhiệt tình of the hotel bù lại a lot,positive
cám ơn khách sạn nếu có dịp qay lại đà lạt nhất định tôi sẽ lại tới khách sạn này,cám ơn khách sạn nếu có dịp come back đà lạt nhất định tôi sẽ lại tới this hotel,positive
ngoại cảnh khách sạn không đẹp nhưng bên trong rất sạch sẽ phòng khá rộng rãi thoải mái nội thất đẹp,ngoại cảnh hotel not đẹp nhưng bên trong rất clean phòng khá large thoải mái beautiful interiors,neutral
khách sạn hơi xa trung tâm không tiện cho việc mua sắm phù hợp với khách đi nghỉ dưỡng hưởng khí hậu dalat bữa trưa và bữa tối có các món ăn khá ngon phục vụ tốt thái độ nhân viên phục vụ rất được giá cả cũng phải chăng tuy nhiên bữa sáng món ăn không được phong phú lắm,khách sạn hơi far from the center không tiện cho việc mua sắm that are suitable for khách đi nghỉ dưỡng hưởng khí hậu dalat bữa trưa và bữa tối có các món ăn khá ngon well served employee attitude served very well. được giá cả cũng phải chăng tuy nhiên bữa sáng món ăn không được phong phú lắm,neutral
gia đình tôi có kỳ nghỉ 3 ngày tại đây nhìn chung là khá hài lòng không gặp bất cứ khó chịu nào từ phía khách sạn,my family có kỳ nghỉ 3 ngày tại đây nhìn chung là quite pleased không gặp bất cứ khó chịu nào từ phía khách sạn,positive
tôi đã có kỳ nghỉ tuyệt vời tại khách sạn,tôi đã có a great holiday at the hotel,positive
tôi đặt phòng superior trên agoda tuy nhiên khi check in hết phòng nên tôi được chuyển sang phòng vip nhất của khách sạn,tôi đặt phòng superior trên agoda tuy nhiên khi check in hết phòng nên tôi được chuyển sang phòng vip nhất of the hotel,neutral
phòng có ban công và rất rộng và đẹp,phòng có balconies and rất rộng và đẹp,positive
tuy địa điểm khách sạn có hơi xa trung tâm nhưng khá yên tĩnh phù hợp với không khí đà lạt,tuy địa điểm hotel has hơi far from the center nhưng khá suitable quiet với không khí đà lạt,neutral
tôi rất yêu khách sạn này,tôi rất yêu this hotel,positive
gần khách sạn có quán lẩu bò rất ngon và rẻ buổi tối không khí se lạnh ở đà lạt ăn lẩu bò thì tuyệt x tôi rất muốn quay lại đà lạt 1 lần nữa,gần hotel has quán lẩu bò rất ngon và rẻ buổi tối không khí se lạnh ở đà lạt ăn lẩu bò thì tuyệt x tôi rất muốn quay lại đà lạt 1 lần nữa,positive
gia đình chúng tôi đã đến nhiều lần lần nào cũng yêu thích cả thái độ phục vụ của nhân viên rất lịch sự và niềm nở phòng ốc sạch sẽ nội thất hiện đại tiện nghi chúng tôi nghĩ rằng khi nào lên đà lạt chắc chắn sẽ nghĩ ngơi ở la sapinette,"our family has already đến nhiều lần lần nào cũng yêu thích cả service attitudes của nhân viên rất lịch sự và niềm nở phòng ốc sạch sẽ nội thất hiện đại tiện nghi we thought, rằng khi nào lên đà lạt will certainly be nghĩ ngơi ở la sapinette",positive
rất thích la sapinette phòng rất đẹp và sạch sẽ món ăn cũng rất ngon cả gia đình tôi ai cũng thích ghé đến đây có máy điều hòa không lo nhiệt bên ngoài quá lạnh,rất thích la sapinette phòng rất beautiful and clean món ăn cũng rất ngon cả my family ai cũng thích ghé đến đây có máy điều hòa không lo nhiệt bên ngoài quá lạnh,positive
khách sạn la sapenitte tuy nằm ở vị trí hơi xa trung tâm 3 km tuy nhiên kế bên k s là trung tâm vinatex cũng dễ dàng mua sắm,khách sạn la sapenitte tuy nằm ở vị trí hơi far from the center 3 km tuy nhiên kế bên k s là trung tâm vinatex cũng dễ dàng mua sắm,positive
nhân viên rất nhiệt tình,the staff rất enthusiastic.,positive
phòng ốc khá tốt,phòng ốc khá good,positive
tuy nhiên k s nên có hệ thống cửa lùa an toàn cho gd có em bé để nếu không xài air conditioner thì có thể mở cửa lấy khí trời tự nhiên của đà lạt,tuy nhiên k s nên có hệ thống cửa lùa an toàn cho gd có em bé để nếu không xài air conditioner thì có thể mở cửa lấy khí trời tự nhiên của đà lạt,negative
còn một điều bất tiện k s có tổ chức tiệc cưới sau buổi tiệc nhân viện k s kéo bàn ghế gây ồn ào ảnh hưởng đến giờ nghỉ trưa của khách có hỏi nhưng nv k s nói là do khách phòng bên làm ồn nhưng thực chất là do việc dọn kéo bàn ghế chừng 1 h,còn một điều inconvenient k s có tổ chức tiệc cưới sau buổi tiệc nhân viện k s kéo bàn ghế gây noisy ảnh hưởng đến giờ nghỉ trưa của khách có hỏi nhưng nv k s nói là do khách phòng bên làm ồn nhưng thực chất là do việc dọn kéo bàn ghế chừng 1 h,negative
buffet sáng tạm cần làm phong phú thêm để xứng tầm với 4 sao,buffet sáng tạm cần làm phong phú thêm để xứng tầm với 4 sao,negative
khách sạn ở khá xa trung tâm 4 cây số họ có phục vụ đưa đón khách từ ks ra chợ đl 2 lượt đi và 2 lượt về trong ngày với thời gian cố định do tôi muốn tùy ý theo giờ giấc riêng nên đều phải đi taxi,khách sạn ở khá far from the center 4 cây số họ có phục vụ đưa đón khách từ ks ra chợ đl 2 lượt đi và 2 lượt về trong ngày với thời gian cố định do tôi muốn tùy ý theo giờ giấc riêng nên đều phải đi taxi,neutral
các điều kiện còn lại tốt và xứng đáng với giá tiền,the remaining conditions lại tốt và xứng đáng với giá tiền,positive
buổi sáng đầu tiên sau khi kí gửi hành lý chúng tôi ngồi ở sảnh đợi xe tour đón mẹ tôi hỏi lễ tân nhà hàng có trà không thì được gợi ý là chúng tôi cứ ở sảnh đợi rồi họ rót 2 tách trà nóng mang ra mời,buổi sáng đầu tiên sau khi kí gửi luggage chúng tôi ngồi ở sảnh đợi xe tour đón mẹ tôi hỏi lễ tân nhà hàng có trà không thì được gợi ý là chúng tôi cứ ở sảnh đợi rồi họ rót 2 tách trà nóng mang ra mời,neutral
nhân viên rất niềm nở,nhân viên rất niềm nở,positive
tôi đã có một kỳ nghỉ thật thú vị tại đây lúc đầu chỉ dự định đến đi du lịch nhưng khi vào nghỉ tại khách sạn được một ngày thì tôi biến nó thành kỳ nghỉ dưỡng vì sự ấm cúng và tuyệt vời tại đây,tôi đã có a holiday thật thú vị tại đây lúc đầu chỉ dự định đến đi traveling but khi vào nghỉ at the hotel được một ngày thì tôi biến nó thành kỳ nghỉ dưỡng vì sự cosy and wonderful at đây,positive
tôi ở khách sạn la sapinette hotel 3 ngày,tôi ở khách sạn la sapinette hotel 3 ngày,neutral
nhìn chung là khách sạn đẹp phòng sạch sẽ ấm cúng,nhìn chung là beautiful hotel phòng sạch sẽ ấm cúng,positive
tuy nhiên thì các dich vụ đi kèm của khách sạn chưa tốt,tuy nhiên thì các service đi kèm của hotel chưa tốt,negative
phòng spa của khách sạn không hoạt động,phòng spa của hotel does not work,negative
nhà hàng của khách sạn nấu ăn không được ngon lắm,nhà hàng of the hotel nấu ăn không được ngon lắm,negative
nhìn bề ngoài khách sạn không đẹp nhưng nội thất rất ấn tượng,nhìn bề ngoài hotel not đẹp nhưng nội thất rất ấn tượng,neutral
khách sạn không quá xa trung tâm nhưng lại có lợi thế về giá khá tốt,hotel không quá far from the center nhưng lại có lợi thế về giá khá tốt,positive
nhân viên phục vụ đạt điểm khá,service personnel đạt điểm khá,positive
kỳ nghỉ tuyệt vời,rôi đã có a great holiday,positive
khách sạn phục vụ tốt nhân viên tận tình,hotel served well nhân viên tận tình,positive
vị trí khách sạn yên tĩnh tuy có hơi xa với trung tâm mua sắm,hotel location yên tĩnh tuy có hơi xa with shopping malls,neutral
kỳ nghĩ thật tuyệt vời khi gia đình mình được nghỉ tại đây khi nào mình trở lại đa lạt thì nhất định mình sẽ nghỉ tại đây,kỳ nghĩ thật tuyệt vời khi gia đình mình được nghỉ tại đây khi nào mình trở lại đa lạt thì nhất định mình sẽ nghỉ tại đây,positive
chúng tôi đã có 1 kỳ nghỉ vui vẻ sảng khoái,we had already. có 1 kỳ nghỉ vui vẻ sảng khoái,positive
khách sạn rất đẹp,the hotel is very đẹp,positive
được tuy nhiên một vài vật dụng trong phòng còn thiếu như dao cạo râu hay nút bịt bồn tắm bị hư chưa sửa v v,được tuy nhiên một vài vật dụng trong phòng còn thiếu như shave hay nút bịt bồn tắm bị hư chưa sửa v v,neutral
tổng thể ks tốt,tổng thể ks good,positive
phòng khách sạn đẹp trang nhã ngay sát siêu thị địa điểm yên tĩnh nhân viên phục vụ nhiệt tình,phòng beautiful hotel trang nhã ngay sát siêu thị địa điểm yên tĩnh enthusiastic service personnel,positive
tuy nhiên phục vụ phòng nên hút bụi thảm phòng hàng ngày thì sẽ tốt hơn,tuy nhiên phục vụ phòng nên hút bụi thảm phòng hàng ngày thì sẽ good hơn,negative
kỳ nghĩ lễ giổ tổ hùng vương gia đình chúng tôi có đặt phòng ở tại khách sạn thông qua dịch vụ của agoda,kỳ nghĩ lễ giổ tổ hùng vương our family has. đặt phòng ở at the hotel thông qua dịch vụ của agoda,neutral
chúng tôi rất hài lòng về các dịch vụ và phòng ốc tại khách sạn,we rất pleased về các dịch vụ và phòng ốc at the hotel,positive
thái độ nhân viên niềm nở vui vẻ nhân viên phục vụ buffet sáng khá tốt,employee attitude niềm nở vui vẻ service personnel buffet sáng khá tốt,positive
khách sạn khá yên tỉnh phù hợp cho việc nghỉ ngơi thư giãn,khách sạn khá  phù hợp cho việc nghỉ ngơi relax,positive
đây là kỳ nghĩ chán nhất và thất vọng nhất trong đời của tôi,đây là kỳ nghĩ chán nhất and most disappointing trong đời của tôi,negative
mình rất thich phòng nghỉ ở khách sạn này rất thoải mái và vệ sinh tuy xa trung tâm nhưng mỗi ngày đều có 2 đợt đưa rước khách ra trung tâm miễn phí,mình rất thich phòng nghỉ ở this hotel rất comfortable and vệ sinh tuy far from the center nhưng mỗi ngày đều có 2 đợt đưa rước khách ra trung tâm miễn phí,positive
mọi thứ rất tốt buffet sáng ở khách sạn không được phong phú,mọi thứ rất tốt buffet sáng ở hotel not được diversity,positive
một kỳ nghỉ rất vui vẻ và thoải mái không gian ấm cúng thích hợp cho gia đình nghỉ dưỡng,a holiday rất vui vẻ and comfortable cosy space thích hợp for the family nghỉ dưỡng,positive
tôi đã có một kỳ nghỉ tuyệt vời với khách sạn la sapinette một khách sạn sang trọng yên tĩnh,tôi đã có a holiday tuyệt vời với khách sạn la sapinette a hotel sang trọng yên tĩnh,positive
tuy nằm xa trung tâm 3 4 km nhưng rất tiện lợi chỉ mất 5 phút đi xe là có thể đến nơi,tuy nằm far from the center 3 4 km nhưng rất tiện lợi chỉ mất 5 phút đi xe là có thể đến nơi,positive
sau một ngày rong ruổi chút mệt mỏi sẽ tan biến vì không gian khách sạn mang đến cho bạn một sự tĩnh lặng tuyệt đối,sau một ngày rong ruổi chút mệt mỏi sẽ tan biến because the hotel space mang đến cho bạn một sự tĩnh lặng tuyệt đối,positive
buffet sáng cũng phong phú và được thay đổi hàng ngày,buffet sáng cũng phong phú và được thay đổi everyday,positive
la sapinette là một khách sạn có thiết kế đẹp và sang trọng phục vụ tốt tôi rất thoải mái khi ở đây,la sapinette là một hotel has beautiful design và sang trọng well served tôi very comfortable. khi ở đây,positive
nếu phòng có ban công để ngắm cảnh amp gần trung tâm thì tuyệt vời,nếu phòng có ban công để ngắm cảnh amp near the center thì tuyệt vời,neutral
phòng thiết kế đẹp mới,beautiful design room mới,positive
tôi thực sự thoải mái ấn tượng về kỳ nghỉ của mình khi ngụ tại khách sạn la sapinette,tôi really comfortable ấn tượng về kỳ nghỉ của mình khi ngụ at the hotel la sapinette,positive
đến với thành phố mộng mơ nhiều cảnh đẹp trữ tình để nghĩ dưỡng và hâm nóng tình cảm vợ chồng nên chúng tôi cảm thấy rất thích thú khi nhận phòng và ngụ tại sapinette,đến với thành phố mộng mơ nhiều cảnh đẹp trữ tình để resort và hâm nóng tình cảm vợ chồng nên we feel rất thích thú khi nhận phòng và ngụ tại sapinette,positive
có thể nói hài lòng khi book phòng tại đây giữa chất lượng và giá tiền,có thể nói hài lòng khi book phòng tại đây giữa chất lượng và giá tiền,positive
gia đình chúng tôi gồm 2 người lớn tuổi 2 trẻ nhỏ 4 trung niên đã lưu trú tại sapinete dịp tết âm lịch vừa qua,our family gồm 2 người lớn tuổi 2 trẻ nhỏ 4 trung niên đã lưu trú tại sapinete dịp tết âm lịch vừa qua,neutral
theo tôi hầu hết mọi thứ ở đây đều tốt phòng ốc thái độ nhân viên từ reception đến phục vụ phòng nhưng nếu khách sạn cải tiến chất lượng phục vụ bữa sáng thì sẽ tốt hơn thức ăn 3 ngày đều hầu như giống nhau đến 95 và một số món có mùi vị không được tươi ngon,theo tôi hầu hết mọi thứ ở đây đều tốt phòng ốc employee attitude từ reception đến phục vụ phòng nhưng nếu khách sạn cải tiến chất lượng phục vụ bữa sáng thì sẽ tốt hơn thức ăn 3 ngày đều hầu như giống nhau đến 95 và a number of dishes có mùi vị không được tươi ngon,neutral
tuy vậy nhìn chung gia đình tôi sẽ lại chọn sapinette nếu như có dịp quay lại đà lạt,tuy vậy nhìn chung my family will be lại chọn sapinette nếu như có dịp quay lại đà lạt,positive
thực đơn các bữa sáng giống nhau cần lập nhiều thực đơn cho các ngày trong tuần để gây đỡ nhàm chán cho khách ở dài hạn,thực đơn các bữa sáng giống nhau cần lập nhiều menu cho các ngày trong tuần để gây đỡ nhàm chán for guests ở dài hạn,negative
nói chung mọi đều tốt đẹp chỉ là nước nóng nung hơi chậm và ít nên không đủ cho hai người tắm,nói chung mọi đều tốt đẹp chỉ là nước nóng nung hơi slow và ít nên không đủ cho hai người tắm,neutral
ghế sofa bị dơ bởi màu trắng,ghế sofa bị dirty bởi màu trắng,negative
gia đình mình đã nghĩ tại khách sạn la sapinette 4 ngày 3 đêm nói chung là rất tốt nhân viên rất vui vẻ nếu có du lịch ra dalat minh cũng sẽ chọn ks này,gia đình mình đã nghĩ at the hotel la sapinette 4 ngày 3 đêm generally tốt nhân viên rất vui vẻ nếu có du lịch ra dalat minh cũng sẽ chọn ks này,positive
gia đình mình đã nghỉ tại khách sạn la sapinette nói chung là rất tốt nhân viên rất vui vẻ nhiệt tình thích hợp cho gia đình nghĩ dưỡng,gia đình mình đã off tại khách sạn la sapinette nói chung là tốt personnel rất vui vẻ nhiệt tình thích hợp for the family nghĩ dưỡng,positive
phòng sạch sẽ trang thiết bị tương đối tốt nhân viên thân thiện,phòng sạch sẽ trang thiết bị tương đối tốt friendly staff,positive
vị trí không gần trung tâm lắm nhưng thích hợp cho nghỉ ngơi thuận lợi cho khách di chuyển bằng oto riêng,vị trí không near the center lắm nhưng thích hợp cho advantageous rest for guests di chuyển bằng oto riêng,neutral
tuy nhiên có một số điểm còn hạn chế cần khắc phục,tuy nhiên có một số điểm còn disadvantage cần khắc phục,neutral
thứ nhất thời tiết dà lạt tương đối lạnh nhưng công suất máy nước nóng dùng cho phòng 2 người không đủ dùng cho bồn tắm thật bất tiện và hơi bực mình khi phải vừa tắm vừa đợi nước nóng cái này cần khác phục sớm,thứ nhất thời tiết dà lạt relatively cold but công suất máy nước nóng dùng cho phòng 2 người không đủ dùng cho bồn tắm thật bất tiện và hơi bực mình khi phải vừa tắm vừa đợi nước nóng cái này cần khác phục sớm,negative
ngoài ra món ăn sáng không được phong phú còn đơn điệu,ngoài ra dish sáng không được diversity còn simple,negative
bãi đỗ xe tầng hầm hơi bất tiện vì khách không đi lên được phòng từ tầng hầm bằng thang máy,bãi đỗ xe tầng hầm hơi inconvenient vì khách không đi lên được phòng từ tầng hầm bằng elevator,negative
nhân viên bảo vệ chưa tầng hầm được lịch sự trong việc hướng dẫn khách đỗ xe nói chung cần nhiều cải thiện hơn để đúng chuẩn một khách sạn 4 sao,security guard chưa tầng hầm được lịch sự trong việc hướng dẫn khách đỗ xe nói chung cần nhiều cải thiện hơn để đúng chuẩn a hotel 4 sao,negative
phòng sạch sẽ trang thiết bị tương đối tốt nhân viên thân thiện,phòng sạch sẽ trang thiết bị tương đối tốt friendly staff,positive
vị trí không gần trung tâm lắm nhưng thích hợp cho nghỉ ngơi thuận lợi cho khách di chuyển bằng oto riêng,vị trí không near the center lắm nhưng thích hợp cho advantageous rest for guests di chuyển bằng oto riêng,neutral
tuy nhiên có một số điểm còn hạn chế cần khắc phục,tuy nhiên có một số điểm còn hạn chế cần overcome,neutral
thứ nhất thời tiết dà lạt tương đối lạnh nhưng công suất máy nước nóng dùng cho phòng 2 người không đủ dùng cho bồn tắm thật bất tiện và hơi bực mình khi phải vừa tắm vừa đợi nước nóng cái này cần khác phục sớm,thứ nhất thời tiết dà lạt relatively cold but công suất máy nước nóng dùng cho phòng 2 người không đủ dùng cho bồn tắm thật bất tiện và hơi bực mình khi phải vừa tắm vừa đợi nước nóng cái này cần khác phục sớm,negative
ngoài ra món ăn sáng không được phong phú còn đơn điệu,besides món ăn sáng không được diversity còn simple,negative
bãi đỗ xe tầng hầm hơi bất tiện vì khách không đi lên được phòng từ tầng hầm bằng thang máy,parking lot tầng hầm hơi bất tiện vì customer không đi lên được phòng từ tầng hầm bằng elevator,negative
nhân viên bảo vệ chưa tầng hầm được polite trong việc hướng dẫn khách đỗ xe nói chung cần nhiều improve hơn để đúng chuẩn một khách sạn 4 star,nhân viên bảo vệ chưa tầng hầm được lịch sự trong việc hướng dẫn khách đỗ xe nói chung cần nhiều cải thiện hơn để đúng chuẩn a hotel 4 sao,negative
khách sạn 4 sao đạt tiêu chuẩn,hotel 4 star đạt tiêu chuẩn,positive
phòng đẹp sạch sẽ view đẹp,beautiful room sạch sẽ view đẹp,positive
nhân viên niềm nở thân thiện,nhân viên attentive friendly,positive
tuy nhiên có 2 việc chưa hài lòng một buổi sáng khoảng 8h khách còn ở trong phòng mà nhân viên làm phòng lại gõ cửa với mục đích là cung cấp thêm nước suối,tuy nhiên có 2 việc chưa pleased một buổi sáng khoảng 8h khách còn ở trong room mà nhân viên làm phòng lại gõ cửa với mục đích là provide thêm nước suối,negative
xe ô tô để dưới tầng hầm nhưng lại không có đường đi lên sảnh hoặc phòng ngủ vì đường đi đã dành cho siêu thị không thuận tiện đặc biệt là mùa mưa,xe ô tô để dưới tầng hầm nhưng lại không có đường đi lên sảnh hoặc phòng ngủ vì đường đi đã dành cho siêu thị không thuận tiện special là mùa mưa,negative
lần này thật thất vọng,lần này thật disappointed,negative
khách sạn 4 sao mà đến nơi không có người dẫn lên phòng sáng sớm đã bấm chuông đòi dọn phòng báo chí thì không có 1 tờ nào update,khách sạn 4 sao mà đến nơi không có người dẫn lên phòng sáng sớm đã bấm chuông đòi dọn phòng báo chí thì không có 1 tờ nào update,negative
cách âm của khách sạn cực kém khi cả đêm phải nghe tiếng nói chuyện của người phòng bên cạnh và các cháu la hét đầy ngoài hành lang,cách âm of the hotel cực kém khi cả đêm phải nghe tiếng nói chuyện của người phòng bên cạnh và các cháu la hét đầy ngoài hành lang,negative
đêm đến có khoảng 3 lần khách vào nhầm phòng,đêm đến there are approximately about 3 lần khách vào nhầm phòng,negative
cực hình nhất là bữa ăn sáng tất cả các món ăn hầu như đều bị ăn lại đồ cũ ks lười chế biến đến nỗi toàn mua đồ sẵn như dăm bông thịt xông khói,cực hình nhất là breakfast tất cả các món ăn hầu như đều bị eat lại đồ old ks lười chế biến đến nỗi toàn mua đồ sẵn như dăm bông thịt xông khói,negative
nước phở nguội khách đề nghị làm nóng nhưng nhân viên cố tình lờ,nước phở nguội khách đề nghị làm nóng nhưng nhân viên cố tình ignore,negative
bánh mì cực dở nguội cứng và ko thể nuốt nổi hỏi trứng ốp la thì nhân viên rất nnhanh trí hết rồi anh ăn tạm trứng luộc trong khi đó siêu thị ở kế bức tường,bánh mì cực dở nguội cứng và ko thể nuốt nổi hỏi trứng ốp la thì nhân viên rất nnhanh trí hết rồi anh ăn tạm trứng luộc trong khi đó siêu thị ở kế bức tường,negative
có lẽ chỉ ở la spet có món bánh mì ăn kèm trứng luộc,probably only ở la spet có món bánh mì ăn kèm trứng luộc,negative
spa của k s hiện đang ko hoạt đông,spa của k s hiện đang ko hoạt đông,negative
chúng tôi đã đi nhiều noi nhưng chưa bao giờ đụng phải 1 loại k s 4 sao như vầy,we had already. đi nhiều noi nhưng chưa bao giờ đụng phải 1 loại k s 4 sao như vầy,negative
đi vào mùa cuối năm nên không khí lạnh tràn khắp thành phố,đi vào mùa cuối năm nên không khí lạnh tràn khắp thành phố,neutral
một kỳ nghỉ đổi gió tuyệt vời,a holiday đổi gió tuyệt vời,positive
phòng sạch sẽ sang trọng nội thất hiện đại view đẹp xung quanh yên tĩnh thanh bình một nơi lý tưởng để nghỉ dưỡng,phòng sạch sẽ luxury nội thất hiện đại view đẹp xung quanh quiet peaceful một nơi lý tưởng để nghỉ dưỡng,positive
một kỳ nghỉ ngắn hạn nhưng thỏai mái vì cả nhà được nghỉ ngơi ở một khách sạn đạt tiêu chuẩn mà cả gia đình mong đợị như dich vụ phòng ốc khang trang ấm cúng khung cảnh đẹp vì cả nhà ai cũng thích chụp ảnh nên cảnh quang ở đây thậ phù hợp,a holiday ngắn hạn nhưng comfortable vì cả nhà được nghỉ ngơi ở a hotel đạt tiêu chuẩn mà the whole family mong đợị như dich vụ phòng ốc khang trang ấm cúng khung cảnh đẹp vì cả nhà ai cũng thích chụp ảnh nên cảnh quang ở đây thậ phù hợp,positive
rất thú vị phòng đẹp phong cách hiện đại ấm cúng,rất thú vị beautiful room cosy modern style,positive
gần chợ nhỏ cách chợ đà lạt khoảng 10 phút,gần chợ nhỏ cách chợ đà lạt khoảng 10 minute,neutral
nhưng khách sạn có xe đưa đón ra cho theo giờ gian quy định của khách sạn ăn sáng thì không ngon các món ăn đơn điệu tỷ lệ nghịch với 4 sao và phong cách của khách sạn,but the hotel has a xe đưa đón ra cho theo giờ gian quy định of the hotel ăn sáng thì không ngon các món ăn đơn điệu tỷ lệ nghịch với 4 sao and styles of the hotel,negative
nhân viên phục vụ chưa được chuyên nghiệp chưa có thái độ phục vụ ân cần và niềm nở với khách,service personnel chưa được chuyên nghiệp chưa have service attitudes ân cần và niềm nở với khách,negative
mình rất thích thái độ vui vẻ và thân thiện của nhân viên khách sạn tạo cảm giác rất dễ chịu phòng đẹp sạch sẽ ấm cúng và đầy đủ tiện nghi,mình rất thích thái độ vui vẻ and friendly. của hotel staff tạo cảm giác rất dễ chịu beautiful room sạch sẽ cosy and full đủ tiện nghi,positive
tuy nhiên bữa điểm tâm chưa thật sự đúng với chuẩn 4sao cần bổ xung thêm nhiều món ăn đa dạng hơn,tuy nhiên bữa điểm tâm chưa thật sự đúng với chuẩn 4sao cần bổ xung thêm many dishes ăn đa dạng hơn,negative
thay đổi menu hàng ngày,thay đổi menu hàng ngày,positive
có dịp mình sẽ ghé lại ks này lần nữa hi vọng là sự niềm nở của ks sẽ được duy trì và cải thiện tốt hơn về điểm tâm sáng,có dịp mình sẽ ghé lại ks này lần nữa hi vọng là sự niềm nở của ks sẽ được duy trì and improve tốt hơn về điểm tâm sáng,positive
vợ chống mình đã có kỳ nghĩ tuyệt vời cám ơn agoda và ks la sapinette,vợ chống mình đã có kỳ nghĩ great cám ơn agoda và ks la sapinette,positive
nhìn chung ks tốt phòng lớn mới,nhìn chung ks tốt phòng big and new,positive
trang trí trang nhã view từ phòng không được tốt như mong muốn,trang trí elegant view từ room is not allowed tốt như mong muốn,positive
vị trí hơi xa trung tâm thành phố,vị trí hơi far from the city centre,negative
tuy nhiên có 1 điểm gây khó chịu là toilet toilet tuy rộng nhưng thiết kế không khoa học khó thoát nước do sàn nhà tắm dốc về hướng không có cống thoát nên nước tràn ra cả nhà tắm phải dùng tay mở nắp cống thoát,tuy nhiên có 1 điểm causing discomfort là toilet toilet tuy rộng but design không khoa học khó thoát nước do sàn nhà tắm dốc về hướng không có cống thoát nên nước tràn ra cả nhà tắm phải dùng tay mở nắp cống thoát,negative
rất bất tiện,hotel rất bất tiện,negative
chú ý cửa kiếng phòng để bồn cầu rất dễ bị kẹt,chú ý cửa kiếng room để bồn cầu rất dễ bị kẹt,negative
nhân viên ở đây thân thiện nhưng chưa biết lắng nghe,nhân viên ở đây friendly nhưng chưa biết listen,neutral
thái độ phục vụ cần cải tiến thêm,service attitude required cải tiến thêm,negative
